model,relation,object,has_prompt_tuning,spearman
oscar-base,color,shuttle,False,-0.13101394402234404
oscar-base,color,numbering,False,-0.2183565733705734
oscar-base,color,dirt road,False,0.39304183206703214
oscar-base,color,serving plate,False,0.4803844614152615
oscar-base,color,copyright,False,-0.2183565733705734
oscar-base,color,broccoli spear,False,0.4803844614152615
oscar-base,color,croissant,False,-0.13101394402234404
oscar-base,color,santa hat,False,0.4730499167912661
oscar-base,color,restaurant logo,False,0.30569920271880274
oscar-base,color,banana bunch,False,0.6504436355879909
oscar-base,color,golf ball,False,0.30569920271880274
oscar-base,color,eggplant,False,0.4803844614152615
oscar-base,color,foal,False,0.39304183206703214
oscar-base,color,ski track,False,0.13101394402234404
oscar-base,color,cake server,False,0.2183565733705734
oscar-base,color,gull,False,0.4803844614152615
oscar-base,color,jet engine,False,0.39304183206703214
oscar-base,color,go signal,False,0.4803844614152615
oscar-base,color,clock arm,False,0.13101394402234404
oscar-base,color,rashguard,False,0.2183565733705734
oscar-base,color,caution line,False,0.4803844614152615
oscar-base,color,carrot top,False,0.4803844614152615
oscar-base,color,tan short,False,0.04367131467411468
oscar-base,color,tick,False,0.18276928603298917
oscar-base,color,zebra stripe,False,0.39304183206703214
oscar-base,color,flower pedal,False,0.2183565733705734
oscar-base,color,tan hat,False,0.39304183206703214
oscar-base,color,snow glove,False,0.2183565733705734
oscar-base,color,tan brick,False,0.4803844614152615
oscar-base,color,wave crest,False,0.13101394402234404
oscar-base,color,polygon,False,-0.39304183206703214
oscar-base,color,tiled floor,False,0.39304183206703214
oscar-base,color,traffic barrel,False,0.1343891809066097
oscar-base,color,baby zebra,False,0.30569920271880274
oscar-base,color,sink bowl,False,0.30569920271880274
oscar-base,color,bathroom wall,False,0.4803844614152615
oscar-base,color,bird wing,False,0.30569920271880274
oscar-base,color,sprinkler,False,0.3238751378156479
oscar-base,color,wild animal,False,0.4143024683524091
oscar-base,color,shoe tip,False,-0.2183565733705734
oscar-base,color,metal tip,False,0.13101394402234404
oscar-base,color,river wave,False,-0.12955005512625914
oscar-base,color,flood light,False,-0.39304183206703214
oscar-base,color,banana cluster,False,0.2183565733705734
oscar-base,material,chair,False,0.8081430474442702
oscar-base,material,lid,False,0.6318163766821326
oscar-base,material,shelf,False,0.8235738762199006
oscar-base,material,bookshelf,False,0.3973597071195132
oscar-base,material,wall,False,0.8600526665632845
oscar-base,material,mug,False,0.5890293917581745
oscar-base,material,candle holder,False,0.6716374338786717
oscar-base,material,leg,False,0.7094540155203626
oscar-base,material,knob,False,0.6490253830509067
oscar-base,material,tray,False,0.6941843098883017
oscar-base,material,vent,False,0.2571151046067438
oscar-base,material,sink,False,0.5864172880253224
oscar-base,material,placemat,False,0.5582809049540014
oscar-base,material,tire,False,0.5139940529625884
oscar-base,material,countertop,False,0.544841998804863
oscar-base,material,fence,False,0.8627491532223924
oscar-base,material,cable,False,0.3038633054443336
oscar-base,material,spoon,False,0.6961256448051155
oscar-base,material,lamp post,False,0.438406692232796
oscar-base,material,pant,False,0.6621682962780366
oscar-base,material,holder,False,0.7024279379294481
oscar-base,material,rod,False,0.7254817851178901
oscar-base,material,light pole,False,0.2571151046067438
oscar-base,material,futon,False,0.3973597071195132
oscar-base,material,door hinge,False,0.3506115062819234
oscar-base,material,base,False,0.829799557689199
oscar-base,material,goblet,False,0.3973597071195132
oscar-base,material,computer desk,False,0.3973597071195132
oscar-base,material,post,False,0.6674636041603076
oscar-base,material,walkway,False,0.7483677194621597
oscar-base,material,light,False,0.7171573915061351
oscar-base,material,roll,False,0.3973597071195132
oscar-base,material,leaf,False,0.40823438394416844
oscar-base,material,grid,False,0.3973597071195132
oscar-base,material,elephant,False,0.03825782851207623
oscar-base,material,chandelier,False,0.48666426339228763
oscar-base,material,pillar,False,0.7983450207332448
oscar-base,material,bucket,False,0.3293974121901487
oscar-base,material,pillow,False,0.46541896690911033
oscar-base,material,dresser,False,0.3973597071195132
oscar-base,material,lamp base,False,0.07012230125638468
oscar-base,material,bedside table,False,0.3973597071195132
oscar-base,material,candlestick,False,0.2571151046067438
oscar-base,material,floor lamp,False,0.2571151046067438
oscar-base,material,paddle,False,0.3973597071195132
oscar-base,material,park bench,False,0.5702573690115038
oscar-base,material,block,False,0.750979823195012
oscar-base,material,barricade,False,0.5461186812727502
oscar-base,material,carrier,False,0.4088797653818292
oscar-base,material,downspout,False,0.3038633054443336
oscar-base,material,garbage can,False,0.5139940529625884
oscar-base,material,utility pole,False,0.48186942465242666
oscar-base,material,board,False,0.5171891632188084
oscar-base,material,monitor,False,0.3506115062819234
oscar-base,material,cushion,False,0.25321765844480454
oscar-base,material,sectional,False,0.3506115062819234
oscar-base,material,podium,False,0.3973597071195132
oscar-base,material,cart,False,0.4876574158399211
oscar-base,material,scarf,False,0.11687050209397445
oscar-base,material,case,False,0.8149693730355136
oscar-base,material,decanter,False,0.3973597071195132
oscar-base,material,blender,False,0.5416650775290329
oscar-base,material,kitchen table,False,0.3973597071195132
oscar-base,material,window frame,False,0.5139940529625884
oscar-base,material,paneled wall,False,0.3973597071195132
oscar-base,material,cabinet door,False,0.5461186812727502
oscar-base,material,part,False,0.2720556694192087
oscar-base,material,pipe,False,0.7587869106393281
oscar-base,material,hand railing,False,0.3038633054443336
oscar-base,material,guard rail,False,0.45906512435745017
oscar-base,material,moulding,False,0.3506115062819234
oscar-base,material,filing cabinet,False,0.3506115062819234
oscar-base,material,foundation,False,0.5461186812727502
oscar-base,material,lettering,False,0.3038633054443336
oscar-base,material,bannister,False,0.4497447963422649
oscar-base,material,handrail,False,0.6401496370797661
oscar-base,material,drawer handle,False,0.3506115062819234
oscar-base,material,entertainment center,False,0.3973597071195132
oscar-base,material,bracket,False,0.6529286250990105
oscar-base,material,tool,False,0.5461186812727502
oscar-base,material,island,False,0.478090056615937
oscar-base,material,dish,False,0.2478390683357558
oscar-base,material,side walk,False,0.3973597071195132
oscar-base,material,bus,False,0.29857007488268006
oscar-base,material,stick,False,0.5702573690115038
oscar-base,material,stake,False,0.4176201680321031
oscar-base,material,letter,False,0.34203280730231067
oscar-base,material,bike,False,0.2815629187184767
oscar-base,material,median,False,0.3973597071195132
oscar-base,material,bell,False,0.4876574158399211
oscar-base,material,crate,False,0.6242650307006156
oscar-base,material,ash tray,False,0.2571151046067438
oscar-base,material,jar,False,0.49801751604939143
oscar-base,material,vehicle,False,0.2267620821893772
oscar-base,material,mulch,False,0.3973597071195132
oscar-base,material,entryway,False,0.3973597071195132
oscar-base,material,covering,False,0.5893188966664845
oscar-base,material,accent,False,0.3973597071195132
oscar-base,material,figure,False,0.3835415053487746
oscar-base,material,cone,False,0.34465588820952575
oscar-base,material,bedpost,False,0.3973597071195132
oscar-base,material,rug,False,0.023374100418794893
oscar-base,material,church pew,False,0.3973597071195132
oscar-base,material,stud,False,0.40250269588614457
oscar-base,material,kitchen sink,False,0.2571151046067438
oscar-base,material,appliance,False,0.3506115062819234
oscar-base,material,table leg,False,0.3973597071195132
oscar-base,material,chair leg,False,0.5423393132362605
oscar-base,material,curtain rod,False,0.2815629187184767
oscar-base,material,storage box,False,0.3973597071195132
oscar-base,material,flagpole,False,0.3038633054443336
oscar-base,material,white rail,False,0.2571151046067438
oscar-base,material,saucer,False,0.3506115062819234
oscar-base,material,tip,False,0.2493883201526632
oscar-base,material,window pane,False,0.5139940529625884
oscar-base,material,tea kettle,False,0.3038633054443336
oscar-base,material,skateboard,False,0.6179111881489554
oscar-base,material,skateboard ramp,False,0.5451730205091057
oscar-base,material,bolt,False,0.3506115062819234
oscar-base,material,debris,False,0.2571151046067438
oscar-base,material,salt shaker,False,0.5407380704358752
oscar-base,material,train track,False,0.40505746266833836
oscar-base,material,tarmac,False,0.3973597071195132
oscar-base,material,entertainment stand,False,0.3973597071195132
oscar-base,material,stall,False,0.5139940529625884
oscar-base,material,spring,False,-0.2571151046067438
oscar-base,material,toilet seat,False,0.4431805179782996
oscar-base,material,trash bag,False,0.3973597071195132
oscar-base,material,walker,False,0.16361870293156427
oscar-base,material,picnic table,False,0.5139940529625884
oscar-base,material,garbage,False,0.5451730205091057
oscar-base,material,hubcap,False,0.2571151046067438
oscar-base,material,emblem,False,0.478090056615937
oscar-base,material,bunkbed,False,0.3973597071195132
oscar-base,material,saddle,False,0.3973597071195132
oscar-base,material,harness,False,0.4497447963422649
oscar-base,material,overhang,False,0.16361870293156427
oscar-base,material,bead,False,0.6808017544879522
oscar-base,material,package,False,0.5423393132362605
oscar-base,material,book case,False,0.3973597071195132
oscar-base,material,carving,False,0.6179111881489554
oscar-base,material,paver,False,0.5423393132362605
oscar-base,material,wine rack,False,0.3973597071195132
oscar-base,material,bedspread,False,0.2571151046067438
oscar-base,material,dumpster,False,0.3038633054443336
oscar-base,material,bangle,False,0.3973597071195132
oscar-base,material,spatula,False,0.7070613491676311
oscar-base,material,sunglass,False,0.4497447963422649
oscar-base,material,pizza cutter,False,0.3973597071195132
oscar-base,material,clocktower,False,0.3973597071195132
oscar-base,material,table lamp,False,0.2571151046067438
oscar-base,material,background,False,0.5130727860465619
oscar-base,material,napkin holder,False,0.4088797653818292
oscar-base,material,place mat,False,0.5139940529625884
oscar-base,material,head board,False,0.5139940529625884
oscar-base,material,dining chair,False,0.30974982439343524
oscar-base,material,patch,False,-0.16251282556905366
oscar-base,material,pizza pan,False,0.3973597071195132
oscar-base,material,detail,False,0.47431068857944736
oscar-base,material,uniform,False,0.07012230125638468
oscar-base,material,end,False,0.5064353168896091
oscar-base,material,toilet tank,False,0.07012230125638468
oscar-base,material,mitt,False,0.2571151046067438
oscar-base,material,pack,False,0.2571151046067438
oscar-base,material,towel rack,False,0.5423393132362605
oscar-base,material,chair back,False,0.48186942465242666
oscar-base,material,bird cage,False,0.3506115062819234
oscar-base,material,guitar,False,0.3973597071195132
oscar-base,material,owl,False,0.16361870293156427
oscar-base,material,coil,False,0.3038633054443336
oscar-base,material,cloth,False,0.3099081789921489
oscar-base,material,dinosaur,False,0.3038633054443336
oscar-base,material,thing,False,0.258886710499539
oscar-base,material,window sill,False,0.5139940529625884
oscar-base,material,petal,False,0.4497447963422649
oscar-base,material,sheep,False,0.16361870293156427
oscar-base,material,shower,False,0.3973597071195132
oscar-base,material,cord,False,0.2571151046067438
oscar-base,material,bed spread,False,0.2571151046067438
oscar-base,material,bed post,False,0.3973597071195132
oscar-base,material,shield,False,0.3038633054443336
oscar-base,material,swing,False,0.3973597071195132
oscar-base,material,animal,False,0.023374100418794893
oscar-base,material,soap,False,0.3038633054443336
oscar-base,material,ice bucket,False,0.2571151046067438
oscar-base,material,clock face,False,0.3038633054443336
oscar-base,material,giraffe,False,0.11928045671379599
oscar-base,material,sippy cup,False,0.3506115062819234
oscar-base,material,baking pan,False,0.3973597071195132
oscar-base,material,room,False,0.3973597071195132
oscar-base,material,name,False,0.3973597071195132
oscar-base,material,lining,False,0.34203280730231067
oscar-base,material,wiper,False,0.2571151046067438
oscar-base,material,truss,False,0.030234944291916966
oscar-base,material,bunk bed,False,0.3973597071195132
oscar-base,material,crib,False,0.3973597071195132
oscar-base,material,grandfather clock,False,0.3973597071195132
oscar-base,material,floor board,False,0.3973597071195132
oscar-base,material,fabric,False,0.21036690376915404
oscar-base,material,feeder,False,0.5423393132362605
oscar-base,material,penny,False,0.11687050209397445
oscar-base,material,gas cap,False,0.3973597071195132
oscar-base,material,broom,False,0.3973597071195132
oscar-base,material,toothpick,False,0.5461186812727502
oscar-base,material,roller,False,0.2725865102545528
oscar-base,material,water tower,False,0.21036690376915404
oscar-base,material,paper dispenser,False,0.21036690376915404
oscar-base,material,egg,False,0.30665982403637193
oscar-base,material,wedding band,False,0.3973597071195132
oscar-base,material,axle,False,0.07012230125638468
oscar-base,material,lounge chair,False,0.3506115062819234
oscar-base,material,windscreen,False,0.3506115062819234
oscar-base,material,exhaust pipe,False,0.3973597071195132
oscar-base,material,mit,False,-0.07012230125638468
oscar-base,material,drive,False,0.2571151046067438
oscar-base,material,tail pipe,False,0.3506115062819234
oscar-base,material,sheeting,False,0.5461186812727502
oscar-base,material,panel wall,False,0.3973597071195132
oscar-base,material,court,False,0.5423393132362605
oscar-base,material,sky,False,0.2571151046067438
oscar-base,material,medical stick,False,0.2571151046067438
oscar-base,material,note,False,0.3973597071195132
oscar-base,material,shape,False,0.07012230125638468
oscar-base,material,section,False,0.2571151046067438
oscar-base,material,toilet bowl,False,0.2571151046067438
oscar-base,material,baseball helmet,False,0.3973597071195132
oscar-base,material,metal,False,0.33069470319284183
oscar-base,material,sun,False,0.3506115062819234
oscar-base,material,muffler,False,0.3038633054443336
oscar-base,material,hoop,False,0.2571151046067438
oscar-base,material,tennis court,False,0.3973597071195132
oscar-base,material,street pole,False,0.3038633054443336
oscar-base,material,wall paper,False,0.2571151046067438
oscar-base,material,cement,False,0.3973597071195132
oscar-base,material,yoke,False,0.3038633054443336
oscar-base,material,toilet lid,False,0.5451730205091057
oscar-base,material,concrete,False,0.3506115062819234
oscar-base,material,white door,False,0.3973597071195132
oscar-base,material,luggage container,False,0.3506115062819234
oscar-base,material,safety railing,False,0.3973597071195132
oscar-base,material,shadow,False,0.3973597071195132
oscar-base,material,satchel,False,0.3973597071195132
oscar-base,material,grip,False,0.4088797653818292
oscar-base,material,cave,False,0.3973597071195132
oscar-base,material,cake,False,0.3506115062819234
oscar-base,material,chain link,False,0.3973597071195132
oscar-base,material,pepper grinder,False,0.3506115062819234
oscar-base,material,footer,False,0.2571151046067438
oscar-base,material,boarder,False,-0.11687050209397445
oscar-base,material,baseball mitt,False,0.3973597071195132
oscar-base,material,tee shirt,False,0.3973597071195132
oscar-base,material,toilet handle,False,0.3038633054443336
oscar-base,material,doily,False,0.3038633054443336
oscar-base,material,framed picture,False,0.2571151046067438
oscar-base,material,shaving,False,0.3973597071195132
oscar-base,material,scrollwork,False,0.16361870293156427
oscar-base,material,skewer,False,0.3973597071195132
oscar-base,material,pendant,False,0.3506115062819234
oscar-base,material,aquarium,False,0.3973597071195132
oscar-base,material,badge,False,0.5110997067272864
oscar-base,material,flatbed,False,0.3506115062819234
oscar-base,material,controller,False,0.3506115062819234
oscar-base,material,desk top,False,0.3973597071195132
oscar-base,material,rubber ducky,False,0.3506115062819234
oscar-base,material,brown bag,False,0.3973597071195132
oscar-base,material,table surface,False,0.3973597071195132
oscar-base,material,playground,False,0.3973597071195132
oscar-base,material,pocket book,False,0.3038633054443336
oscar-base,material,mold,False,0.07012230125638468
oscar-base,material,framed window,False,0.3506115062819234
oscar-base,material,black pole,False,0.3038633054443336
oscar-base,material,pump,False,0.3038633054443336
oscar-base,material,oven knob,False,0.2571151046067438
oscar-base,material,brake,False,0.16361870293156427
oscar-base,material,chock,False,0.3973597071195132
oscar-base,material,s,False,0.3506115062819234
oscar-base,material,mark,False,0.3973597071195132
oscar-base,material,sleeper,False,0.3506115062819234
oscar-base,material,chair slat,False,0.3973597071195132
oscar-base,material,sundae dish,False,0.3973597071195132
oscar-base,material,hendge,False,-0.11687050209397445
oscar-base,material,hand ring,False,0.023374100418794893
oscar-base,material,banister slat,False,0.3973597071195132
oscar-base,material,art piece,False,0.3506115062819234
distil_bert-base,cooccur,man,False,0.3806733163864449
distil_bert-base,cooccur,glass,False,0.35069874402722223
distil_bert-base,cooccur,shade,False,0.21141658052523019
distil_bert-base,cooccur,shirt,False,0.233763459625108
distil_bert-base,cooccur,plug,False,0.13789028008499712
distil_bert-base,cooccur,hair,False,0.3146046907913768
distil_bert-base,cooccur,desktop,False,0.07739664557503052
distil_bert-base,cooccur,cabinet,False,0.2668976744510733
distil_bert-base,cooccur,pillow,False,0.3419905952512393
distil_bert-base,cooccur,curtain,False,0.26109319085860294
distil_bert-base,cooccur,drape,False,0.08966807221787619
distil_bert-base,cooccur,frame,False,0.19755465321408966
distil_bert-base,cooccur,railing,False,0.14476198110904218
distil_bert-base,cooccur,apple,False,0.2494169358751653
distil_bert-base,cooccur,container,False,0.2169751841511967
distil_bert-base,cooccur,counter,False,0.1894775099401761
distil_bert-base,cooccur,earring,False,0.24560565963730122
distil_bert-base,cooccur,calculator,False,0.09378286729325212
distil_bert-base,cooccur,mug,False,0.21903488982914188
distil_bert-base,cooccur,monitor,False,0.178418708832809
distil_bert-base,cooccur,tower,False,0.289329311178383
distil_bert-base,cooccur,ceiling,False,0.20770810881493307
distil_bert-base,cooccur,bookshelf,False,0.1566515354996868
distil_bert-base,cooccur,ostrich,False,0.0890583018061205
distil_bert-base,cooccur,clothing,False,0.1483792873547341
distil_bert-base,cooccur,pot,False,0.2194003906714492
distil_bert-base,cooccur,cap,False,0.2010135971840325
distil_bert-base,cooccur,holder,False,0.08233082522446596
distil_bert-base,cooccur,crack,False,0.17963713011011753
distil_bert-base,cooccur,fence,False,0.19545490871565743
distil_bert-base,cooccur,phone,False,0.26215205830100213
distil_bert-base,cooccur,can,False,0.19647033476993775
distil_bert-base,cooccur,roof,False,0.2250369464112108
distil_bert-base,cooccur,tape,False,0.12686809309894007
distil_bert-base,cooccur,person,False,0.33186139997145664
distil_bert-base,cooccur,shoulder,False,0.14863067105322908
distil_bert-base,cooccur,train,False,0.1884596817505318
distil_bert-base,cooccur,shadow,False,0.4121733183013992
distil_bert-base,cooccur,motorcycle,False,0.23871889147346972
distil_bert-base,cooccur,scooter,False,0.10845742169003533
distil_bert-base,cooccur,package,False,0.10958452082762844
distil_bert-base,cooccur,bus,False,0.2560709034552923
distil_bert-base,cooccur,basket,False,0.2432815677084226
distil_bert-base,cooccur,plank,False,0.10139257707267571
distil_bert-base,cooccur,cloud,False,0.249565060938323
distil_bert-base,cooccur,foot,False,0.26854319289933615
distil_bert-base,cooccur,ocean,False,0.1957490477834319
distil_bert-base,cooccur,shore,False,0.16681677090431296
distil_bert-base,cooccur,canister,False,0.10491959093354661
distil_bert-base,cooccur,dishwasher,False,0.10641312394722699
distil_bert-base,cooccur,flask,False,0.022943089680873205
distil_bert-base,cooccur,log,False,0.2371748621760866
distil_bert-base,cooccur,stove,False,0.21797518380761183
distil_bert-base,cooccur,kettle,False,0.13595957656925692
distil_bert-base,cooccur,shawl,False,0.08027354290071975
distil_bert-base,cooccur,fringe,False,0.09163052574993617
distil_bert-base,cooccur,bush,False,0.24763790316180606
distil_bert-base,cooccur,plant,False,0.21107794769769314
distil_bert-base,cooccur,middle,False,0.15220372692232279
distil_bert-base,cooccur,view,False,0.16740375653135586
distil_bert-base,cooccur,classroom,False,0.08305532130609394
distil_bert-base,cooccur,brown,False,0.29893633522480967
distil_bert-base,cooccur,entrance,False,0.1818564628953343
distil_bert-base,cooccur,intersection,False,0.11029608622897427
distil_bert-base,cooccur,pavement,False,0.18642928053609303
distil_bert-base,cooccur,tie,False,0.27012430996411163
distil_bert-base,cooccur,pin,False,0.09242393808161455
distil_bert-base,cooccur,river,False,0.2598668194490483
distil_bert-base,cooccur,paint,False,0.24442478938987725
distil_bert-base,cooccur,design,False,0.2506035983297426
distil_bert-base,cooccur,fountain,False,0.09742777033082228
distil_bert-base,cooccur,border,False,0.16922861804273406
distil_bert-base,cooccur,console,False,0.076130250276337
distil_bert-base,cooccur,salad,False,0.21926650576591294
distil_bert-base,cooccur,beard,False,0.18366388384826385
distil_bert-base,cooccur,microwave,False,0.23841713443928247
distil_bert-base,cooccur,teapot,False,0.1025595718343311
distil_bert-base,cooccur,bed,False,0.27330148413218813
distil_bert-base,cooccur,ladder,False,0.22733591408586237
distil_bert-base,cooccur,radio,False,0.12555891764926524
distil_bert-base,cooccur,dresser,False,0.21860567756696228
distil_bert-base,cooccur,coffee,False,0.1633669702570415
distil_bert-base,cooccur,strawberry,False,0.15670509865580642
distil_bert-base,cooccur,lettuce,False,0.18471764973072693
distil_bert-base,cooccur,tail,False,0.2456084877179364
distil_bert-base,cooccur,spatula,False,0.15183940229038909
distil_bert-base,cooccur,menu,False,0.16680270042850978
distil_bert-base,cooccur,hydrant,False,0.17093692872680816
distil_bert-base,cooccur,column,False,0.19877952719559255
distil_bert-base,cooccur,overall,False,0.07744123713473285
distil_bert-base,cooccur,manhole,False,0.14319378390752283
distil_bert-base,cooccur,pillar,False,0.20347331704524022
distil_bert-base,cooccur,ear,False,0.29250551556986754
distil_bert-base,cooccur,baseboard,False,0.06609584330828246
distil_bert-base,cooccur,hole,False,0.2460787059949942
distil_bert-base,cooccur,zebra,False,0.23814655741423305
distil_bert-base,cooccur,mane,False,0.20622902112000374
distil_bert-base,cooccur,sewer,False,0.04848916792295018
distil_bert-base,cooccur,grate,False,0.1469344323296247
distil_bert-base,cooccur,meter,False,0.1933428893617499
distil_bert-base,cooccur,finger,False,0.26435279160540354
distil_bert-base,cooccur,machine,False,0.06528825497095801
distil_bert-base,cooccur,sill,False,0.0465294056406879
distil_bert-base,cooccur,shrubbery,False,0.14287187128999382
distil_bert-base,cooccur,grain,False,0.06527178399797441
distil_bert-base,cooccur,breast,False,0.0723171471455679
distil_bert-base,cooccur,tag,False,0.18819954264669184
distil_bert-base,cooccur,baseball,False,0.09800531227595768
distil_bert-base,cooccur,cafe,False,0.06642237494825101
distil_bert-base,cooccur,shaker,False,0.16564396798668712
distil_bert-base,cooccur,brace,False,0.08813746696003698
distil_bert-base,cooccur,wreath,False,0.06749792872260987
distil_bert-base,cooccur,pumpkin,False,0.0732996149808906
distil_bert-base,cooccur,dip,False,0.05933573200508774
distil_bert-base,cooccur,blender,False,0.15371287418867743
distil_bert-base,cooccur,triangle,False,0.11474364621861238
distil_bert-base,cooccur,framing,False,0.03491971106106167
distil_bert-base,cooccur,sandwich,False,0.25443448865152457
distil_bert-base,cooccur,dumpster,False,0.1366274220611399
distil_bert-base,cooccur,handlebar,False,0.23602769911820906
distil_bert-base,cooccur,brush,False,0.2323078221534926
distil_bert-base,cooccur,event,False,0.067284444756439
distil_bert-base,cooccur,mailbox,False,0.09789701402898231
distil_bert-base,cooccur,cab,False,0.20172542262856458
distil_bert-base,cooccur,ambulance,False,0.04460919535102465
distil_bert-base,cooccur,blazer,False,0.05185331161760449
distil_bert-base,cooccur,collar,False,0.2310343447838692
distil_bert-base,cooccur,barn,False,0.15377450771493734
distil_bert-base,cooccur,wagon,False,0.14899410670055055
distil_bert-base,cooccur,cactus,False,0.07613566091138563
distil_bert-base,cooccur,hedge,False,0.16317657565232407
distil_bert-base,cooccur,x,False,0.06956489120996819
distil_bert-base,cooccur,hardware,False,0.03501020055597383
distil_bert-base,cooccur,lip,False,0.19671088988579075
distil_bert-base,cooccur,eyebrow,False,0.1224539483075637
distil_bert-base,cooccur,center,False,0.08962449967599663
distil_bert-base,cooccur,structure,False,0.2673324692700573
distil_bert-base,cooccur,pigeon,False,0.1402707986748851
distil_bert-base,cooccur,bird,False,0.2979403907078082
distil_bert-base,cooccur,rear,False,0.13568805040873183
distil_bert-base,cooccur,square,False,0.11071676875798993
distil_bert-base,cooccur,toilet,False,0.2391069751010186
distil_bert-base,cooccur,soap,False,0.141925816680511
distil_bert-base,cooccur,leash,False,0.19022614108445185
distil_bert-base,cooccur,bulb,False,0.15237775301750658
distil_bert-base,cooccur,ledge,False,0.14439627268473645
distil_bert-base,cooccur,grip,False,0.0824235792905197
distil_bert-base,cooccur,glare,False,0.15550761362217402
distil_bert-base,cooccur,router,False,0.05071231895817081
distil_bert-base,cooccur,flagpole,False,0.07980536171048162
distil_bert-base,cooccur,housing,False,0.022997420407105444
distil_bert-base,cooccur,purple,False,0.09169602639122906
distil_bert-base,cooccur,steel,False,0.019760861409547907
distil_bert-base,cooccur,open,False,0.07988439213903432
distil_bert-base,cooccur,thumb,False,0.19551750394029382
distil_bert-base,cooccur,drink,False,0.12925107395316798
distil_bert-base,cooccur,restaurant,False,0.1459313197342602
distil_bert-base,cooccur,page,False,0.06397963770439671
distil_bert-base,cooccur,beverage,False,0.09738106031300812
distil_bert-base,cooccur,lemon,False,0.1722464569566898
distil_bert-base,cooccur,mask,False,0.17332181417313464
distil_bert-base,cooccur,stage,False,0.07604761074864576
distil_bert-base,cooccur,tapestry,False,0.01941159245268466
distil_bert-base,cooccur,beer,False,0.18214434022647302
distil_bert-base,cooccur,blond,False,0.01935726172639925
distil_bert-base,cooccur,drapery,False,0.047821256422013556
distil_bert-base,cooccur,hook,False,0.14792821497411932
distil_bert-base,cooccur,part,False,0.29371336455805946
distil_bert-base,cooccur,bedroom,False,0.12938615021111724
distil_bert-base,cooccur,toy,False,0.28045223290912935
distil_bert-base,cooccur,easel,False,0.0667496010893739
distil_bert-base,cooccur,tulip,False,0.06357556220929475
distil_bert-base,cooccur,outdoors,False,0.09630298062912422
distil_bert-base,cooccur,passenger,False,0.23432218986960685
distil_bert-base,cooccur,paddle,False,0.13842611814251288
distil_bert-base,cooccur,wrap,False,0.11270453619095996
distil_bert-base,cooccur,boot,False,0.17181574815769377
distil_bert-base,cooccur,propeller,False,0.11608414642260699
distil_bert-base,cooccur,aircraft,False,0.07975979540571401
distil_bert-base,cooccur,buffalo,False,0.04223955039204015
distil_bert-base,cooccur,animal,False,0.3200199763272059
distil_bert-base,cooccur,quiche,False,0.022011705796338522
distil_bert-base,cooccur,filling,False,0.05507486950646955
distil_bert-base,cooccur,belly,False,0.15178556173385555
distil_bert-base,cooccur,whisker,False,0.20122561847183015
distil_bert-base,cooccur,clay,False,0.09699706340122283
distil_bert-base,cooccur,monkey,False,0.07586714968296009
distil_bert-base,cooccur,carrier,False,0.06783913208266419
distil_bert-base,cooccur,sail,False,0.16572055754627704
distil_bert-base,cooccur,duckling,False,0.03136808095552838
distil_bert-base,cooccur,seafood,False,0.02303622806894666
distil_bert-base,cooccur,pizza,False,0.2682890926288608
distil_bert-base,cooccur,lattice,False,0.05887197304121284
distil_bert-base,cooccur,bay,False,0.07483897159886131
distil_bert-base,cooccur,pink,False,0.04354113917793317
distil_bert-base,cooccur,cockpit,False,0.1498884118744101
distil_bert-base,cooccur,target,False,0.01827865771823966
distil_bert-base,cooccur,scaffolding,False,0.0893308701086355
distil_bert-base,cooccur,stream,False,0.1385424563922989
distil_bert-base,cooccur,court,False,0.13021184771103517
distil_bert-base,cooccur,bump,False,0.05487142570266055
distil_bert-base,cooccur,slat,False,0.080035048333512
distil_bert-base,cooccur,paw,False,0.26157315006865983
distil_bert-base,cooccur,visor,False,0.1607497220769861
distil_bert-base,cooccur,hose,False,0.20740190094821734
distil_bert-base,cooccur,artwork,False,0.09474268936728363
distil_bert-base,cooccur,urn,False,0.06603095068655158
distil_bert-base,cooccur,airfield,False,0.04606473620575477
distil_bert-base,cooccur,stabilizer,False,0.06674255613371358
distil_bert-base,cooccur,shoreline,False,0.16491854692131563
distil_bert-base,cooccur,dessert,False,0.16808502359069008
distil_bert-base,cooccur,dough,False,0.11789400374916538
distil_bert-base,cooccur,baker,False,0.022547251529407807
distil_bert-base,cooccur,wineglass,False,0.045920776615548484
distil_bert-base,cooccur,sea,False,0.1804082510717257
distil_bert-base,cooccur,conditioner,False,0.04459004346213187
distil_bert-base,cooccur,carafe,False,0.02031969174036741
distil_bert-base,cooccur,tiger,False,0.022904282019376297
distil_bert-base,cooccur,member,False,0.016726102253564707
distil_bert-base,cooccur,railway,False,0.10623674235611495
distil_bert-base,cooccur,transformer,False,0.06007958880077779
distil_bert-base,cooccur,iron,False,0.09374060285186017
distil_bert-base,cooccur,cleaner,False,0.07201647568508367
distil_bert-base,cooccur,anchor,False,0.07231222110536296
distil_bert-base,cooccur,rag,False,0.06661734365400165
distil_bert-base,cooccur,fist,False,0.0787650496765285
distil_bert-base,cooccur,character,False,0.12582098860399432
distil_bert-base,cooccur,driver,False,0.12148080720483066
distil_bert-base,cooccur,netting,False,0.0961778361051807
distil_bert-base,cooccur,shingle,False,0.11296825484783142
distil_bert-base,cooccur,score,False,0.07115815738905908
